254.883, 220.605, 159.961, 43.9453, 76.4648, 139.16, 154.395, 147.656, 149.121, 142.383, 149.707, 152.637, 151.465, 150.879, 155.273, 153.516, 106.055, 197.461
170.508, 71.4844, 149.414, 134.18, 220.02, 144.727, 145.898, 138.867, 270.996, 99.0234, 147.656, 145.312, 162.012, 27.5391, 203.613, 146.191, 99.3164, 193.945
135.352, 60.3516, 159.082, 164.648, 235.84, 137.695, 145.898, 127.441, 274.219, 75.5859, 145.312, 150.586, 174.023, 25.4883, 228.223, 146.484, 99.3164, 193.359
141.797, 59.1797, 160.84, 164.062, 231.445, 164.062, 162.012, 124.512, 273.926, 72.9492, 171.68, 167.285, 174.316, 32.5195, 236.133, 123.34, 72.9492, 216.504
130.957, 58.0078, 153.809, 164.062, 229.395, 162.891, 161.426, 124.219, 274.219, 57.7148, 131.25, 167.578, 173.73, 25.4883, 244.922, 135.352, 75.293, 168.75
131.836, 61.2305, 140.039, 172.266, 231.152, 148.828, 146.191, 123.926, 274.512, 55.0781, 149.707, 149.414, 174.609, 25.1953, 246.387, 147.363, 102.832, 198.633
130.664, 63.2812, 139.453, 175.195, 230.273, 148.242, 148.242, 166.406, 264.258, 54.4922, 148.828, 147.949, 131.836, 33.1055, 246.68, 146.777, 98.1445, 197.754
128.32, 62.6953, 138.574, 174.316, 227.93, 146.484, 146.191, 203.32, 273.633, 77.3438, 149.121, 143.262, 91.6992, 18.457, 227.637, 149.121, 109.277, 196.875
131.25, 67.3828, 137.988, 174.316, 229.102, 147.363, 149.414, 198.633, 265.43, 78.5156, 149.414, 144.727, 99.9023, 34.8633, 222.07, 146.191, 102.832, 189.258
235.547, 217.383, 161.133, 56.8359, 81.7383, 130.957, 149.414, 199.512, 268.066, 80.5664, 149.121, 145.898, 97.5586, 33.6914, 217.09, 146.191, 101.953, 192.773
236.719, 218.262, 161.719, 57.4219, 82.9102, 131.836, 150.293, 199.512, 253.418, 89.6484, 150.586, 145.898, 99.6094, 45.4102, 213.281, 147.07, 102.832, 195.117
