-0.5002 2.46128 -0.5002 -0.397854 
1.09871 2.45855 -0.5002 -1.0002 
-0.17345 2.456 -0.5002 -0.185674 
-0.14778 2.45386 -0.5002 -0.161133 
-0.173257 -0.20258 -0.5002 2.45232 
-0.238936 -0.980724 -0.487073 -0.173288 
0 0 0 0 
-0.358937 -0.358937 -0.478498 -0.0446409 
0 0 0 0 
-0.661888 -0.0127552 -0.461094 -0.0149122 
-0.155717 -0.825754 -0.361345 -0.0722946 
0 0 0 0 
-0.629096 -0.000505662 0 -0.000225301 
-0.137794 -0.00187646 -0.196498 -0.657808 
-0.153366 -0.0809146 -0.386789 -0.0513349 
-0.0509769 -0.0681581 -0.393245 -0.050996 
-0.0508334 -0.0508572 -0.378111 -0.0509854 
-0.0509348 -0.138325 -0.375488 -0.0509121 
-0.0509637 -0.110025 -0.420239 -0.0509225 
-0.0396808 -0.068611 -0.420239 -0.039676 
-0.122287 -0.199034 -0.194533 -0.0360596 
-0.000223108 0 -0.36935 -0.771955 
-0.219517 -0.0373928 -0.305334 -0.103667 
-0.0517394 -0.0506752 -0.302791 -0.0688649 
-0.0505972 -0.0507077 -0.437797 -0.0506073 
-0.091531 -0.385099 -0.31341 -0.0508867 
0 0 0 0 
-0.572033 0 -0.312221 -7.77821e-05 
0 0 0 0 
-0.612441 -9.49542e-05 -0.415853 0 
-0.0990676 -0.12952 -0.306282 -0.000785354 
-0.000182885 -0.035754 -0.471239 0 
-0.0481534 -0.0620916 -0.367791 -0.0192081 
-0.0470432 -0.0915209 -0.362637 -0.0250628 
-0.0313673 -0.00651619 -0.367349 -0.0270512 
-0.00938775 -0.0062972 -0.42319 -0.00939096 
-0.0896361 -0.0148551 -0.186868 -0.00608246 
-0.00519673 -0.0620474 -0.301576 -0.00220202 
-0.000472246 -0.112131 -0.448751 0 
-0.148228 0 -0.302754 0 
-0.039298 -0.596108 0 0 
0 0 0 0 
0 0 0 0 
-0.358937 -0.196758 -0.179504 -0.00264394 
0 -0.000172045 -0.463424 -9.49542e-05 
-0.14904 -6.82555e-05 0 -0.000523781 
-0.0660934 0 -0.366897 0 
-0.0938982 -0.00726799 -0.177709 -0.00386971 
-0.00257574 -0.0258886 -0.361045 -0.0177203 
-0.0314793 -0.170707 -0.177709 -0.0898428 
-0.5002 -1.0002 2.464 -1.0002 
0 0 0 -0.0001 
-1.0002 -0.109304 -0.226867 -0.191126 
-0.173349 -0.173321 -0.259117 0.346664 
-0.173258 -0.173218 0.352067 2.45155 
-0.173239 -0.278101 -0.173228 1.4311 
-0.0697914 -0.0130422 -0.997046 -0.0569668 
-0.11179 -0.0587877 -0.0705441 0.65897 
-0.0463156 -0.158825 -0.992309 -0.056285 
-0.366788 -0.157049 -0.185788 0.640521 
-0.11455 -0.28304 -0.268714 -0.354184 
-0.058223 -0.18795 -0.470834 -0.825754 
-0.00386769 -0.819825 -0.000478779 -0.000478926 
0 0 0 0 
-0.45685 -0.0513354 -0.0517141 -0.0648374 
-0.0512818 -0.051303 -0.0653469 -0.0512813 
-0.0512529 -0.051212 -0.0584625 -0.0512552 
-0.0511092 -0.05114 -0.0853099 -0.0511253 
-0.0510623 -0.09286 -0.0510607 -0.051088 
-0.0453869 -0.04537 -0.0397999 -0.143994 
-0.0360917 -0.388988 -0.0480682 -0.388988 
0 0 0 0 
-0.75607 -0.0506368 -0.0656224 -0.0505732 
-0.110146 -0.0507273 -0.0507074 -0.0506887 
-0.0507731 -0.0507979 -0.0775272 -0.0507326 
-0.0508566 -0.254453 -0.05086 -0.0536734 
-0.0506504 -0.0540006 -0.841272 -0.0505696 
-0.142197 -0.0919117 -0.154278 -0.048987 
-0.000984638 -0.000791997 -0.856271 -0.00398426 
-0.261711 -0.0335933 -0.215255 -0.0335281 
-0.0611564 -0.0337261 -0.0435946 -0.0336818 
-0.0336799 -0.0336882 -0.267786 -0.0337053 
-0.0336842 -0.0442224 -0.10192 -0.0336354 
