-0.5002 -0.0653183 -0.5002 -0.291884 
-0.213858 -0.226718 -0.5002 0.605815 
-0.180136 -0.253758 -0.5002 1.47775 
-0.221084 -0.216834 -0.5002 -0.140091 
-0.253465 -0.205005 -0.5002 -0.137785 
-0.253243 -0.287079 -0.5002 -0.13515 
-0.335595 -0.34061 -0.5002 -0.120826 
-0.310027 -0.324727 -0.5002 -0.231305 
-0.284543 -0.313116 -0.500198 -0.293333 
-0.383873 -0.33738 -0.500193 -0.304819 
-0.355634 -0.31495 -0.491667 -0.351146 
-0.295301 -0.982174 -0.482475 -0.325536 
0 0 0 0 
-0.742624 -0.962371 -0.230778 -0.000177953 
0 0 0 0 
-0.843902 -0.110288 -0.430817 -0.291074 
-0.106029 -9.33162e-05 -0.42949 -0.438848 
-0.000123996 0 -0.149799 -8.35474e-05 
-0.000120924 -0.00037359 -0.330476 0 
-0.0698383 -0.0015583 -0.219468 -0.00161121 
-0.0604823 -0.00183135 -0.230778 -0.00184613 
-0.00183162 -0.00181586 -0.230778 -0.00186728 
-0.00187005 -0.00183294 -0.15284 -0.00187167 
-0.00186123 -0.0019003 -0.15284 -0.00190997 
-0.0019139 -0.0018949 -0.258979 -0.00189037 
-0.00192519 -0.00191597 -0.160717 -0.00193056 
-0.00195306 -0.0465819 -0.162341 -0.00191994 
-0.00194226 -0.0430014 -0.314721 -0.00189174 
0 -0.11306 -0.15284 -0.000260718 
-0.000101191 -0.672835 -0.268704 0 
0 0 0 0 
-0.30562 -0.00010453 -0.258979 -0.000134907 
-0.000121001 -6.05006e-05 -0.151312 0 
-0.000121001 -0.000128504 0 0 
-0.000173999 0 -0.151312 -7.60393e-05 
-5.98956e-05 0 -0.149799 0 
0 0 -0.151312 0 
0 0 0 0 
0 0 0 0 
0 -0.509371 -0.149799 -7.60393e-05 
0 0 0 0 
-0.509371 0 -0.149799 -0.0001489 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
-0.5002 2.4612 -0.0733361 -0.500422 
-0.0872988 2.45376 -0.0813438 -0.139698 
0.836779 -0.0811667 0.38001 2.44428 
-0.144819 0.654064 -0.15681 -0.144871 
-0.144803 -0.0906978 -0.178556 1.84634 
0.544189 -0.115304 -0.145146 -0.149433 
-0.140595 -0.132873 -0.153973 -0.06993 
-0.0937875 -0.25454 -0.288278 -0.258416 
-0.296305 -0.303848 -0.32853 -0.225756 
-0.264618 -0.340592 -0.338489 -0.331466 
-0.27287 -0.327999 -0.312534 -0.332589 
-0.295929 -0.234216 -0.385471 -0.297444 
-0.370125 -0.419152 -1.00003 -0.256082 
-0.310109 -0.397389 -0.453506 -0.198616 
-0.283756 -0.230154 -0.994994 -0.185791 
-0.238285 -0.926691 -0.374556 -0.370082 
0 0 0 0 
0 -0.00013932 -0.000123996 0 
-8.77521e-05 -0.000223612 -0.0416717 -0.0927405 
