4 0.110773 0.23094 -0.00354824 0.0111131 -0.00743359 -0.00304967 0.932942 4.99556 -0.00354591 
5 0 0 0 0 0 0 0 0 0 
6 -0.00258534 0.108443 4.99778 1.34387 -0.00311398 -0.00249141 -0.00327101 -0.0027754 -0.00338187 
7 -0.001038 -0.0018087 0 -0.00291959 -0.0020167 -0.00219115 -0.0006 0 -0.001038 
8 0.726746 -0.00455055 1.56428 -0.00419725 -0.00464461 -0.00222711 0.841074 -0.00446977 -0.00150793 
9 0.109938 -0.0056094 0.634406 -0.00580719 -0.00579084 0.232549 -0.00551486 0.297197 -0.0039386 
10 -0.00164866 -0.00178305 -0.00187141 -0.00225728 -0.000860979 -0.00235653 -0.00272527 1.34653 -0.00230941 
11 -0.00151974 -0.00144917 0.716338 0 0.168668 -0.00245953 -0.00174134 -0.0006 -0.001038 
12 -0.00118819 -0.000762 1.5 -0.0023631 -0.00088026 0 -0.0006 -0.0006 -0.000762 
13 -0.0006 -0.0006 -0.00195774 -0.000762 -0.00255672 -0.00212606 0.23633 0.153574 -0.00252686 
14 0 -0.0006 -0.001038 -0.00164973 -0.00098786 -0.00211655 -0.000762 -0.000762 0 
15 0 -0.00131826 -0.00159115 -0.00263165 -0.00153716 0 -0.00263862 -0.0006 -0.0006 
16 -0.000762 -0.00113517 -0.0006 -0.0006 -0.0012 5 -0.00124374 -0.00135774 -0.00135774 
17 -0.00370072 0.08167 -0.00323121 -0.00345054 -0.00238741 -0.00135019 3.02453 -0.00131826 -0.001038 
18 0 -0.001038 0 0 -0.00185458 0 -0.0006 -0.001038 -0.0006 
19 -0.00131826 -0.00115626 0 0 -0.00140255 0 3.285 0 -0.0006 
20 0 0 0 0 0 0 0 0 0 
21 -0.0006 0 -0.001038 -0.0006 -0.0006 -0.0006 0 -0.00088026 -0.0006 
22 -0.00100826 0 0 0 -0.0006 0 0 0 0 
23 0 0 0 -0.00088026 0 0 0 0 0 
24 -0.000762 0 0 0 0 0 0 1.5 0 
25 -0.00096659 0 -0.000762 0 0 0 0 0 0 
26 -0.00104226 0 0 0 0 0 0 0 0 
