Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
25,0.17832
50,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
75,-0.01848
100,0.07816
125,0.17856
150,0.07816
175,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
200,-0.00352
225,-0.022
250,-0.022
275,0.07824
300,-0.022
325,-0.022
350,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
375,-0.0376
Episode,Reward
Episode,Reward
Episode,Reward
400,-0.00528
425,-0.04184
Episode,Reward
450,-0.01408
Episode,Reward
475,-0.01144
500,-0.022
525,-0.022
550,0.07824
575,-0.022
600,-0.022
625,-0.022
650,-0.022
675,-0.022
700,-0.022
725,-0.022
750,-0.022
775,-0.022
800,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
825,-0.00264
850,-0.022
Episode,Reward
875,-0.01496
Episode,Reward
900,-0.00968
925,-0.022
950,-0.022
975,-0.022
1000,-0.022
Episode,Reward
Episode,Reward
1025,-0.00176
1050,-0.022
1075,-0.022
1100,0.07816
1125,0.07824
1150,-0.022
1175,0.07824
1200,-0.022
1225,-0.022
1250,-0.022
1275,-0.022
1300,-0.022
Episode,Reward
1325,-0.02112
1350,-0.022
1375,-0.04152
1400,-0.022
1425,-0.022
1450,0.07808
1475,-0.022
1500,-0.022
1525,-0.04192
1550,0.07816
1575,-0.022
Episode,Reward
1600,-0.01408
1625,-0.022
1650,0.07832
Episode,Reward
1675,-0.01584
1700,-0.022
1725,-0.022
1750,-0.022
1775,-0.022
1800,-0.022
1825,0.07816
1850,-0.022
1875,-0.022
1900,-0.022
1925,-0.022
1950,-0.022
1975,-0.04168
2000,-0.022
Episode,Reward
2025,0.07832
2050,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
2075,-0.01848
2100,-0.022
2125,-0.022
2150,-0.022
2175,-0.022
2200,-0.022
2225,-0.04184
2250,0.07816
2275,-0.022
2300,-0.022
2325,-0.022
2350,-0.022
2375,-0.022
2400,-0.022
2425,-0.022
2450,-0.022
Episode,Reward
Episode,Reward
2475,-0.02024
2500,-0.022
2525,-0.022
2550,-0.022
2575,-0.022
2600,0.05824
2625,-0.022
2650,-0.022
2675,-0.022
2700,-0.022
2725,-0.022
2750,-0.022
2775,-0.022
2800,-0.022
2825,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
4125,-0.02112
4150,-0.022
4175,-0.022
Episode,Reward
Episode,Reward
4200,-0.00528
Episode,Reward
Episode,Reward
Episode,Reward
4225,-0.01936
4250,-0.022
4275,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
4300,-0.01672
Episode,Reward
4325,-0.00088
4350,-0.022
4375,-0.022
4400,-0.022
4425,-0.022
4450,-0.06144
4475,-0.022
4500,0.07832
4525,-0.022
4550,0.07848
Episode,Reward
Episode,Reward
4575,-0.00704
4600,-0.022
4625,-0.022
4650,-0.022
4675,-0.022
4700,-0.022
4725,-0.022
4750,-0.022
4775,0.07808
4800,-0.022
4825,-0.022
4850,-0.022
4875,-0.022
Episode,Reward
4900,-0.022
4925,-0.022
4950,-0.022
4975,-0.022
5000,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
5025,-0.022
5050,-0.022
5075,-0.022
5100,-0.022
5125,-0.022
5150,-0.022
5175,-0.022
5200,-0.022
Episode,Reward
5225,-0.02112
Episode,Reward
Episode,Reward
5250,-0.01408
5275,-0.022
5300,-0.022
5325,-0.022
5350,-0.022
5375,-0.022
5400,-0.022
5425,-0.022
5450,-0.022
5475,-0.022
5500,-0.022
5525,-0.022
5550,-0.022
5575,-0.022
5600,-0.022
5625,-0.022
5650,-0.022
5675,-0.022
5700,-0.022
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
25,0.15872
Episode,Reward
50,-0.04984
75,0.17872
100,-0.022
Episode,Reward
125,0.09936
150,0.27832
Episode,Reward
Episode,Reward
175,-0.00968
Episode,Reward
Episode,Reward
Episode,Reward
200,-0.00616
225,-0.022
250,0.07824
275,-0.022
Episode,Reward
300,0.09408
325,0.07808
350,0.25944
375,0.07848
400,0.07864
425,0.05864
Episode,Reward
450,0.08992
475,0.05928
500,0.27856
525,-0.022
550,0.17816
575,0.27888
Episode,Reward
600,-0.00704
625,-0.022
650,0.07832
675,-0.022
700,0.17832
Episode,Reward
25,0.15856
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
50,-0.00264
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
25,-0.01
50,-0.01
75,-0.01
100,-0.01
Episode,Reward
125,-0.0016
150,-0.01
175,0.19008
200,-0.01
225,-0.01
250,-0.01
275,-0.01
300,-0.01
325,-0.03
350,-0.01
375,-0.03
400,-0.01
425,-0.01
Episode,Reward
450,-0.004
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
Episode,Reward
