6 -0.00151974 -0.001038 -0.0012 -0.000762 -0.00131826 -0.0006 -0.0006 -0.0006 -0.00135774 -0.000762 0 -0.00140459 -0.00159115 -0.0006 0 -0.001038 -0.6006 -0.001038 0 -0.00135774 
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
13 0 0 0 0 0 0 0 0 -0.000762 0 0 0 0 0 0 0 0 0 0 0 
14 -0.0006 -0.0006 0 0 -0.001038 0 0 0 -0.0006 0 0 0 0 0 0 0 -0.0006 0 0 0 
19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 -0.0006 -0.0006 0 0 0 0 -0.0006 
21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 
36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
37 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
38 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 
40 0 0 0 0 0 0 -0.001038 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 
47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 
62 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 
64 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 -0.0006 0 
79 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 
80 -0.0006 0 0 -0.0006 -0.000762 0 0 0 0 0 0 0 0 -0.001038 0 0 0 0 0 0 
84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 
90 -0.0006 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 -0.0006 -0.0006 0 0 
91 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 
94 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 -0.0006 0 0 
95 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 -0.0006 0 
101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
121 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
122 0 0 0 0 0 0 0 -0.0006 0 0 -0.0006 0 0 0 0 0 0 0 0 0 
127 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 0 
128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 
136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
146 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 
150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
164 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
188 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 
201 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 
203 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 
210 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
213 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 
266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 
290 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
291 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 
292 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 
293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
294 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 
295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 -0.0006 0 0 
297 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 0 0 0 0 0 0 0 
298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
299 0 0 0 0 0 0 0 0 0 -0.0006 0 -0.0006 0 0 0 0 0 0 0 0 
300 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0006 0 0 0 0 0 
301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
